HotelCode, City, Latitude, Longitude, Star Rating, TripAdvisor Rating
500,foxon,41.3244444,-72.8358333,4,3.5
34,dunwish,54.616667,-7.366667,5,4.5
309,forge ridge,36.5727778,-83.5802778,4,4.5
491,coon lake beach,45.3080556,-93.1558333,4,4.5
789,west milwaukee,43.0125,-87.9725,4,4.5
624,mulberry place,33.8277778,-84.9333333,4,4.5
71,shooting creek,35.0255556,-83.6669444,2,3
888,saratt,34.8958333,-81.5402778,4,4
802,milngavie,55.933333,-4.316667,3,4
761,boultham,53.216667,-0.566667,4,4.5
435,moore settlement,30.0444444,-94.6416667,4,4
743,hegira,36.7066667,-85.2761111,3,4.5
874,calumet city,41.6155556,-87.5294444,3,4
156,kirkconnel,55.383333,-4,3,4
254,harris hills,34.9919444,-85.1805556,2,4
837,hinton,37.6738889,-80.8894444,2,3
714,suburban acres,36.9063889,-76.2644444,4,4.5
294,clawdd-newydd,53.05,-3.383333,4,4
827,ganado,29.0402778,-96.5133333,4,4
422,sandymush,35.6725,-82.8113889,3,4
308,glynde,50.85,0.066667,4,4.5
674,severnview,39.0411111,-76.5227778,5,4.5
11,kingston springs,36.1019444,-87.115,4,4.5
493,cockshutt,52.85,-2.85,4,4.5
143,elk park,39.7619444,-79.4525,4,4
158,parishville center,44.6288889,-74.8902778,4,4.5
846,saint nazianz,44.0080556,-87.9222222,4,4
953,rocky hill,31.3475,-96.9483333,4,4.5
784,brentwood estates,35.1486111,-84.9125,4,4.5
417,lock haven,41.1369444,-77.4472222,4,4
205,stephen,33.5625,-88.5447222,4,4.5
970,weaverton,37.8155556,-87.5838889,4,4
952,bereah,27.6608333,-81.6258333,4,4.5
804,hidden shoals,33.5722222,-83.9988889,4,4.5
5,deronda,45.3036111,-92.4280556,4,4.5
987,carr branch,36.3897222,-83.7077778,4,4.5
904,new orleans,29.9544444,-90.075,4,4.5
237,cleobury north,52.483333,-2.566667,5,4.5
267,sunny level,32.9797222,-85.93,4,4
625,keelersville,30.7358333,-97.5180556,4,4.5
0,zangar junction,46.0755556,-118.8425,5,4
774,riddlesburg,40.1619444,-78.2547222,4,4
51,wahoo valley,34.3972222,-83.8763889,3,4
432,sonora,30.5666667,-100.6430556,4,4.5
43,minden,37.9758333,-81.1197222,4,4
152,fannett,29.9258333,-94.2505556,5,4.5
366,schollsville,37.9883333,-84.0408333,4,4.5
448,melcombe regis,50.613889,-2.452778,3,4
175,milners corner,39.9161111,-85.6922222,3,4.5
676,grieder,40.2136111,-77.3141667,5,4.5
368,mountain scene,34.8572222,-83.7222222,3,4
839,fabyan,44.2633333,-71.4588889,4,4.5
3,spring meadow,40.1561111,-78.5825,3,4
321,yolande,33.3066667,-87.1913889,3,4.5
469,walthall,37.3133333,-77.4080556,4,4
452,center moriches,40.8002778,-72.7902778,4,4.5
203,bloom junction,38.8058333,-82.6927778,4,4.5
521,bellona,42.7569444,-77.015,4,4.5
137,midway mills,37.6658333,-78.7225,3,4.5
344,pedernal,34.6355556,-105.6427778,4,4
483,vernon springs,43.35,-92.1380556,4,4.5
891,bennetts landing,32.8019444,-82.0436111,4,4.5
49,caps,32.3730556,-99.8466667,4,4.5
792,troweek,33.9288889,-109.06,4,4.5
553,harkeyville,31.2105556,-98.7852778,3,4.5
405,fort meigs place,41.5383333,-83.6513889,4,4.5
367,aird tong,58.233333,-6.333333,4,4.5
393,fidelity,37.0680556,-94.3130556,5,5
89,coolidge dam,33.1819444,-110.5258333,2,4
61,herts,51.833333,-0.25,4,4
630,neuchatel,39.5680556,-96.2016667,4,4
183,ceneda,35.3544444,-117.8963889,4,4
131,west beekmantown,44.7711111,-73.555,3,3.5
766,frazee,46.7280556,-95.7005556,4,4.5
909,windhams crossroads,34.2005556,-80.0338889,4,4.5
412,milltown of auchindown,57.433333,-3.066667,4,4
806,sevastopol,41.1291667,-86.0188889,4,4.5
7,west los angeles,34.0463889,-118.4472222,4,4
777,castle dome landing,32.965,-114.4627778,2,4
585,runaway bay,33.1677778,-97.8780556,5,4.5
253,slab city,44.7202778,-88.4455556,4,4.5
551,town and country west,39.2861111,-76.8152778,5,4.5
686,barber city,33.7588889,-118.0233333,4,4.5
1,margison,46.9169444,-68.1388889,4,4.5
271,boulevard heights,37.2880556,-77.4030556,4,3.5
379,bagnall,44.4272222,-85.7586111,4,4.5
566,factory hollow,42.8375,-73.4938889,3,4
666,hewett,37.9622222,-81.8522222,4,4.5
135,pueblo,36.8097222,-84.7083333,4,4.5
386,winchell,31.4719444,-99.1605556,3,4.5
950,north dinuba,36.5675,-119.3936111,4,4.5
136,alaufau,-14.1716667,-169.6788889,4,4.5
719,normal heights,32.7633333,-117.1219444,3,4
947,ritner,36.7925,-84.6311111,4,4.5
360,wilmington manor,39.6866667,-75.5847222,5,4.5
223,sangree,40.355,-76.8011111,4,4.5
66,camp wyman,38.5238889,-90.6680556,4,4.5
563,gillionville,31.5869444,-84.4333333,4,4.5
733,chickasaw run,38.4894444,-76.7616667,4,4.5
546,east buskirk,42.9444444,-73.4344444,4,4
540,yona,13.4097222,144.7733333,4,4
220,doctors inlet,30.1,-81.7763889,4,4.5
97,breezeway bay,34.505,-86.1888889,5,4.5
703,liverworth,36.4002778,-87.3263889,4,4
856,gemco,34.2091667,-118.4366667,3,4
409,ingleside on-the-bay,27.8291667,-97.2230556,3,4
224,searsburg,42.8902778,-72.9527778,4,4.5
347,east pensacola heights,30.4286111,-87.18,4,4
36,uphill,51.324167,-2.976944,4,4.5
549,south carlton,53.266667,-0.583333,4,4.5
946,missabe junction,46.7594444,-92.1283333,4,4.5
479,new valley,39.6555556,-76.1375,4,4.5
337,rillington,54.15,-0.7,4,4.5
171,blades corner,38.1222222,-77.6163889,4,4.5
658,keyrock,37.6302778,-81.5177778,4,4
63,ngemerdang,7.6719444,134.6269444,4,4.5
705,upperglade,38.4091667,-80.5069444,4,4.5
974,number nine,35.9877778,-89.8075,5,4.5
532,jajome,18.0652778,-66.1605556,4,4.5
13,munk,38.7755556,-84.6966667,4,4.5
717,hammonds promise,39.1272222,-76.8486111,4,4.5
251,sand brook,40.4691667,-74.9172222,4,4.5
993,fort florida,28.8675,-81.3547222,4,3
192,castle hill estate,32.8672222,-97.5155556,4,4.5
989,shell point,32.3833333,-80.7361111,4,4.5
709,hawthorne manor,38.5341667,-77.0152778,4,4.5
437,shadowland,33.5186111,-95.2822222,4,4.5
176,penney farms,29.9794444,-81.8105556,4,4.5
961,wilawana,41.9875,-76.6175,4,4.5
936,hester heights,34.5430556,-87.7088889,5,4.5
813,diamond bar,34.0286111,-117.8094444,4,4.5
147,lofthouse gate,53.716667,-1.5,4,4.5
867,viewcrest park,40.6166667,-111.8388889,4,4.5
513,treswell,53.3,-0.833333,4,4.5
279,milton damerel,50.866667,-4.3,5,4.5
62,la barr meadows,39.1747222,-121.0441667,4,4.5
966,belle fountain,43.6144444,-89.2633333,5,4.5
415,heafer,29.3433333,-98.5838889,4,4.5
543,south wayne,42.5688889,-89.8797222,4,4.5
877,webatuck,41.6541667,-73.5561111,5,4.5
159,mountain glen,37.5275,-89.2897222,4,4.5
470,great torrington,50.95,-4.15,2,4
672,belcherville,33.8025,-97.8319444,3,3.5
357,rynella,29.9463889,-91.8758333,3,4.5
29,plumbrook,44.8355556,-74.9072222,3,3
304,enloe,33.4327778,-95.6572222,3,4
430,bridgewood manor condominium,41.1147222,-112.0241667,4,4.5
219,shiro,30.6130556,-95.8880556,3,4
377,ball hill,32.3152778,-89.3558333,4,4
567,canterbury station,43.3286111,-71.6091667,3,4
900,northspur,39.4227778,-123.5508333,3,4
544,canoe ridge,40.8636111,-78.9361111,4,4
908,forest dale,37.3719444,-79.2472222,4,4
571,pontoosuc,42.4791667,-73.2458333,4,4.5
978,presley junction,35.1786111,-90.1872222,3,4.5
17,drawdy,32.8477778,-80.625,3,3.5
693,lords valley,41.3675,-75.0627778,4,4
887,mattawoman,38.6525,-76.8808333,5,0
906,corwins corners,41.9322222,-78.5813889,3,4.5
466,towaco,40.9219444,-74.3458333,4,4.5
898,saint aubert,38.65,-91.8563889,4,4
140,port costa,38.0463889,-122.1822222,5,4.5
643,heatherwood hills,35.8605556,-86.8627778,3,3
708,morgans corner,36.3680556,-96.2138889,5,4
734,sahalee,47.635,-122.0541667,4,4.5
818,sycamore hills,38.7008333,-90.3497222,3,4
331,cadnam,50.916667,-1.583333,4,4.5
284,quail walk,37.6744444,-77.4916667,4,4.5
617,pender,38.8705556,-77.3691667,4,4.5
88,ashbourne,40.0675,-75.1305556,4,4.5
195,south cornelau,51.51,-3.703056,5,4.5
892,carmel,44.4458333,-88.7980556,4,4
805,french hay,37.6869444,-77.4622222,4,4.5
108,vern,47.3038889,-95.2141667,4,4
638,mattoax,37.4269444,-77.8727778,5,4.5
628,benholm,56.8,-2.316667,4,4
685,compton wyniates,52.066667,-1.516667,5,4.5
374,meacham,36.1325,-89.3483333,5,5
695,river road terrace,37.2375,-77.4344444,4,4.5
623,manfred,47.6947222,-99.7477778,4,4.5
444,mcadoo heights,40.8916667,-75.9952778,3,4
231,aber,53.233333,-4.016667,4,4
178,east washington,40.1736111,-80.2377778,3,3.5
963,towson estates,39.3975,-76.5791667,3,4
739,dinterman,39.6319444,-77.2577778,4,4.5
931,gardners crossroads,37.8944444,-77.8477778,3,4.5
64,new virginia,41.2194444,-80.4063889,4,4.5
346,swedetown,40.6747222,-78.6991667,4,4.5
838,knott,32.4025,-101.6408333,4,4
101,bellefield,40.4472222,-79.9425,4,4.5
67,lackey town,35.6116667,-82.165,4,4
879,llanveynoe,51.966667,-3,4,4.5
85,churchover,52.416667,-1.25,5,5
94,browns landing,33.0491667,-81.545,5,4.5
597,claypool woods,41.3441667,-88.4,5,4.5
185,haselbury bryan,50.866667,-2.366667,4,4.5
538,pequannock,40.9522222,-74.2991667,4,4
189,pond eddy,41.4311111,-74.8233333,4,4.5
668,smiths landing,30.8947222,-84.7497222,4,4
431,six mile corner,46.9805556,-103.1902778,5,5
650,sidville,38.1280556,-84.2597222,4,4
211,punaluu kahawai,19.2508333,-155.6091667,4,3.5
447,howards ridge,36.5288889,-92.3319444,4,4
994,eastpointe on the mall,41.5969444,-83.4525,4,4
954,truax,44.8491667,-91.5691667,4,4.5
289,ojita,35.4986111,-105.245,4,4.5
58,hideaway mobile estates,33.2341667,-117.0569444,3,4
959,islesford,44.2619444,-68.2344444,4,4.5
364,hoopers mill,43.0966667,-88.8813889,4,4.5
112,spurrs corner,44.0563889,-70.5566667,4,4.5
824,borough of thurrock,51.505681,0.386213,3,3.5
747,basford,52.966667,-1.183333,4,4
662,dale abbey,52.933333,-1.35,4,3.5
692,tonto basin,33.8316667,-111.2938889,4,4.5
485,pueblito de ponce,18.4358333,-66.9677778,3,4.5
615,collier place,42.5791667,-116.2394444,4,4
875,lovell heights,35.8969444,-84.1291667,4,4.5
862,ryton on dunsmore,52.366667,-1.433333,4,4
104,plankton,40.9577778,-83.0938889,4,4.5
949,sudleys choice,38.8377778,-76.6052778,3,4.5
257,batheaston,51.408889,-2.318611,3,4.5
457,locust lane gardens,40.2961111,-76.7866667,4,4.5
117,rutland,42.8788889,-89.35,4,4
481,woodlawn meadows,38.7236111,-77.4508333,5,4.5
65,lamberts acres,39.5472222,-77.275,4,4.5
475,bexar,29.4830556,-98.1705556,4,4
496,chuckery corners,43.0322222,-75.3294444,5,4.5
702,east wellington,39.5491,-110.7282,5,5
782,smearny,33.3972222,-92.0161111,5,4.5
57,condon,36.1811111,-83.7938889,4,4
400,loxbear,50.933333,-3.55,4,4
833,eben,44.6269444,-75.0655556,4,4.5
773,ney,41.3811111,-84.5227778,5,4
541,chilly,44.0777778,-113.8780556,4,3.5
636,tydings,39.1483333,-76.5916667,4,4.5
859,south mill,33.1672222,-104.1438889,4,4.5
663,wico,46.4658333,-89.9633333,3,4
572,north church corner,43.5052778,-76.2322222,4,4.5
288,wrens,33.2075,-82.3919444,3,4
720,rushboro,41.7325,-76.0355556,4,4.5
352,ellisonville,38.6044444,-82.6469444,3,4
285,sewells gardens,36.8963889,-76.2455556,3,4
933,otranto hills,33.5530556,-84.4566667,4,4.5
701,hammerhead,51.8486111,-176.6416667,4,4
656,parole,38.9794444,-76.5308333,5,4.5
317,glendower,37.8372222,-78.5438889,4,4.5
427,ossun,30.2758333,-92.1122222,4,4.5
414,eastwood manor,42.3455556,-88.2411111,3,4.5
626,gribble,32.9002778,-96.9102778,3,4
620,bowdertown,40.7608333,-78.8480556,3,4
50,east providence,41.8136111,-71.3705556,4,4.5
157,llansilin,52.833333,-3.183333,4,4.5
673,alden center,42.9111111,-78.5236111,4,4
635,flamingo heights,34.2405556,-116.4380556,4,4
973,menheniot,50.433333,-4.416667,4,4.5
258,lankford town,35.2494444,-85.7372222,4,4.5
515,hassocks,50.916667,-0.133333,4,4
499,deandale,40.3091667,-80.6166667,4,4
604,red hill estates,39.7130556,-76.1880556,3,4
455,kandiyohi,45.1322222,-94.9308333,5,4.5
290,mcdaniel heights,39.8022222,-75.5483333,4,4
642,colonial manor trailer park,39.0327778,-76.4655556,4,3.5
355,reynard,31.4102778,-95.6544444,4,3.5
490,nafonong,7.3411111,151.6305556,4,4
754,kintail,57.216667,-5.45,4,4
116,tab,40.4111111,-87.4727778,4,4
82,upton bishop,51.95,-2.516667,4,4.5
38,goldmine estates,39.4111111,-77.4805556,3,4
853,parque,18.4547222,-66.0605556,5,4.5
736,knocknacarry,55.116667,-6.05,4,4.5
819,adeline,29.8727778,-91.5908333,3,4
603,clarksbrook estates,39.2336111,-77.2672222,3,4
823,wold newton,53.45,-0.133333,3,4
151,old dime box,30.3769444,-96.8627778,4,4.5
831,waipahoehoe,19.6041667,-155.0111111,4,4
976,hartsville junction,36.4494444,-86.3266667,4,4
589,valley mills,39.3177778,-81.4433333,4,4.5
817,sannuk,7.345,151.8308333,4,4
640,shenandoah park,30.4027778,-91.0038889,4,4.5
139,mize,31.8683333,-89.5558333,4,3.5
507,strawberry,33.0913889,-80.0308333,4,4.5
679,great wilbraham,52.183333,0.25,4,3.5
426,woburn estates,39.5116667,-77.7958333,3,4.5
881,shelby,43.7691667,-91.1608333,4,4
535,middle island,40.8841667,-72.9377778,4,4
840,lax,31.4730556,-83.1216667,4,4
890,shipetown,36.0744444,-83.7630556,4,3.5
683,sippo heights,40.8052778,-81.5025,4,4
841,fords corner,31.4816667,-94.0058333,3,4
387,imboden,36.8866667,-82.8047222,4,4.5
844,sieben,18.3327778,-64.7608333,4,4.5
476,dibaig,57.566667,-5.666667,3,4
616,taunton,43.0305556,-76.2091667,3,4
441,haslingfield,52.15,0.066667,4,4
296,rhoadesville,38.2733333,-77.9286111,4,4
575,thame,51.75,-0.983333,4,4.5
323,cranberry,37.8216667,-81.1952778,3,4
876,bohemian,29.5436111,-89.7555556,4,4.5
53,mahto,45.7586111,-100.6758333,4,4.5
530,peever flats,45.5238889,-96.9355556,4,4
988,north gage,43.2255556,-75.1263889,3,4.5
114,swalecliffe,51.35,1.066667,4,4.5
163,southerndown,51.452778,-3.611667,3,4.5
845,saltley,52.483333,-1.85,3,4
787,stratton mountain,43.1166667,-72.9069444,4,4
98,chardon,17.9755556,-66.4302778,4,4
86,flucom,38.1011111,-90.4425,4,4.5
884,barron corner,44.8208333,-69.845,3,4.5
788,gussage,50.9,-2.016667,4,4
781,carlton hills,32.8527778,-116.9938889,3,4
605,buddle,36.9180556,-80.8483333,5,4.5
492,hawthorne acres,39.3708333,-77.1916667,4,4
180,cwmbach,51.705556,-3.409444,4,3.5
511,vulcan,37.5522222,-82.1261111,4,4
529,sells,34.0669444,-83.7227778,3,3.5
907,jardines de arecibo,18.4725,-66.7513889,5,4.5
150,clarence perkins homes,39.2875,-76.5972222,2,3.5
634,brady heights,33.8916667,-80.3338889,4,4
380,pannaway manor,43.0644444,-70.8016667,3,4.5
200,downe,51.316667,0.05,3,3.5
333,zora,39.7308333,-77.3688889,4,4
698,mccauleyville,46.4416667,-96.7075,2,3
164,saint peter extra,51.366667,1.416667,4,4
320,east arboga,39.0569444,-121.5505556,4,4.5
238,little nahant,42.4361111,-70.9333333,2,2.5
710,pearlington,30.2463889,-89.6111111,5,4.5
424,mccosh mill,33.1077778,-85.2358333,4,3.5
103,cumings,29.5780556,-95.7986111,4,4
631,cotterstock,52.5,-0.45,4,4
169,riggs ford,31.2177778,-97.6544444,4,4
581,derryboy,54.433333,-5.716667,4,3.5
445,wyvenhoe,51.85,0.966667,5,4.5
794,west smithfield,35.5269444,-78.3555556,5,4.5
932,queen junction,40.9691667,-79.9291667,5,4.5
665,mcquinn estates,40.4375,-86.9588889,5,5
8,heiskell,36.0816667,-84.0538889,4,4.5
803,ronalee hills,39.2519444,-77.1930556,5,4.5
940,tralee,37.5572222,-81.4008333,5,4.5
767,jones road subdivision,32.7277778,-83.7163889,5,4.5
737,woodlake junction,36.4138889,-119.1158333,5,4.5
268,mounds,35.8763889,-96.0608333,3,4
655,crestmont heights,35.3130556,-81.5394444,4,4
723,arrowhead highlands,34.23,-117.2619444,4,4
41,othello,46.8261111,-119.1741667,4,3.5
201,southill,52.05,-0.3,2,3
596,little killarney beach,43.6841667,-83.9177778,4,4
55,rancho grande estates,33.6855556,-108.8613889,4,4.5
812,homestead meadows,31.8416667,-106.1752778,4,3.5
31,belspring,37.1908333,-80.6083333,3,4.5
776,erskine,43.4330556,-103.5644444,3,3.5
648,parlier,36.6116667,-119.5261111,3,4
450,moores fork,39.1963889,-84.0227778,4,4.5
561,westview hills,38.7763889,-77.2152778,4,4
233,noyo,39.4283333,-123.8022222,5,4.5
442,yeoho,39.5713889,-76.7219444,4,4
968,tracy creek,42.0194444,-76.0802778,4,4.5
751,ladbroke,52.216667,-1.383333,4,4.5
697,prosperine,37.7927778,-92.7661111,4,4.5
60,lydallville,41.7952778,-72.4908333,4,4.5
312,east brewster,41.7680556,-70.0602778,4,4
753,diehlstadt,36.9583333,-89.4308333,5,4.5
68,bristol wood,33.5108333,-82.0541667,4,4.5
918,misty meadows,39.6219444,-76.0805556,5,4.5
522,gilman,45.1666667,-90.8075,3,4
489,saint martinville,30.125,-91.8333333,4,4
24,brohard,39.0363889,-81.1763889,5,4.5
482,west mount vernon,40.9122222,-73.8483333,5,4.5
807,scotty place,41.1241667,-120.8727778,5,4.5
341,evans heights housing project,41.1361111,-88.8152778,5,4
576,west atherton,39.6088889,-87.3708333,5,4.5
889,fairfield bay,35.5941667,-92.2777778,3,4
20,cass lake,47.3794444,-94.6038889,4,4
902,stoney knob,35.68,-82.5727778,4,4
429,watoola,32.4644444,-85.3525,3,3.5
986,locker,31.3794444,-103.5255556,4,4
527,millbach springs,40.3111111,-76.2433333,4,4.5
880,sully springs,46.8672222,-103.3911111,4,4.5
924,olive grove,35.5430556,-81.5838889,4,4
935,moors,39.7194444,-94.3919444,4,4.5
786,umpqua,43.3655556,-123.4672222,4,4
245,rosedale abbey,54.35,-0.883333,4,4
508,lugoff,34.2272222,-80.6894444,2,2.5
800,smarts corner,44.6761111,-69.2944444,4,4.5
886,keills,55.95,-5.7,4,4.5
696,hartshill,51.533333,-1.516667,4,4.5
811,still waters,32.745,-85.8075,5,4.5
590,wilkerson landing,36.8719444,-76.5183333,5,4.5
748,cairndow,56.25,-4.933333,4,4.5
718,clementown mills,37.4408333,-78.0905556,4,4
934,green-mar acres,25.6705556,-80.3430556,4,4
815,gardner,37.9230556,-80.3486111,5,4.5
913,rebuck,40.7222222,-76.7358333,4,4
503,sinking spring,40.3272222,-76.0113889,3,4.5
670,gladeville,36.1125,-86.4163889,3,4
694,key colony beach,24.7205556,-81.0188889,4,4.5
772,clouds,36.4591667,-83.6491667,3,4
495,jones city,40.8813889,-84.1816667,4,4
872,flamewood,39.1663889,-76.9069444,4,4
688,kentucky,46.2652778,-86.6308333,4,4.5
569,airedale,37.6025,-83.6394444,3,4
524,ynys mon,53.25,-4.333333,4,4
37,near acres estates,33.7105556,-86.5811111,5,4.5
316,odessadale,33.0158333,-84.8130556,3,3
342,whissonsett,52.766667,0.85,3,4
291,rodwell,50.6,-2.45,3,4.5
47,beaver pond,38.9394444,-83.3463889,4,4.5
478,north woodridge,38.945,-76.9736111,4,3.5
413,twin pines,36.8788889,-76.3922222,4,4.5
657,double springs,35.3211111,-84.6347222,4,4.5
133,kirkpatrick landing,32.6188889,-87.8544444,5,5
983,winnetoon,42.5125,-97.9605556,5,4.5
110,lake forest,36.7716667,-76.53,4,4.5
361,stayman,47.7658333,-120.0886111,4,4.5
502,miakka,27.3194444,-82.275,4,3.5
985,bitchfield,52.833333,-0.516667,3,4
385,tri-state mobile home park,38.6969444,-75.1686111,4,4.5
715,brown deer,43.1633333,-87.9644444,4,4.5
644,sunnymeadows,33.3844444,-86.7125,4,4.5
83,coston,52.783333,-0.733333,3,3.5
302,worthington springs,29.9291667,-82.4236111,3,3.5
188,seven hills,17.7477778,-64.6516667,3,3.5
851,ngatmel,7.7202778,134.6252778,4,3.5
727,west eminence,37.1402778,-91.3744444,3,3.5
681,clocaenog,53.066667,-3.383333,3,3.5
706,valtos,58.216667,-6.95,3,4
247,llanwrtyd wells,52.1,-3.633333,3,4
54,sileby,52.716667,-1.1,4,4.5
207,merle,30.4491667,-96.4622222,5,4
90,south gap,37.2166667,-81.0883333,4,4.5
992,glasgow court,39.6222222,-75.6986111,4,4
277,crosland park,33.5816667,-81.7011111,5,4.5
25,st. clair shores,42.4969444,-82.8888889,3,3
184,bron-nant,52.283333,-3.983333,3,4
70,cleverdale,43.4772222,-73.6430556,3,4
552,broombro,53.316667,-2.983333,3,3
849,lichty,46.2927778,-119.9519444,4,4.5
981,washington mills,39.6475,-84.0469444,4,4.5
73,schoonhoven park,41.1441667,-73.2283333,3,4
209,kings somborne,51.066667,-1.483333,4,4
