Search ID,Booking Date, HotelCode, Age, Gender, Number of Rooms, Check in date, Check Out Date, Seen Price, isClicked, isBooked, Segment
1312, 2012-12-30 22:55:39,816,29,male,1,12/31/2012,1/1/2013,16300,TRUE,FALSE,couple
1313, 2012-12-30 22:55:39,606,29,male,1,12/31/2012,1/1/2013,7000,FALSE,FALSE,couple
1314, 2013-02-08 09:07:20,331,28,male,2,4/24/2013,4/29/2013,18200,FALSE,FALSE,backpacker
1315, 2013-02-08 09:07:20,284,28,male,2,4/24/2013,4/29/2013,21700,FALSE,FALSE,backpacker
1316, 2013-02-08 09:07:20,617,28,male,2,4/24/2013,4/29/2013,26000,TRUE,TRUE,backpacker
1317, 2013-02-08 09:07:20,88,28,male,2,4/24/2013,4/29/2013,21900,FALSE,FALSE,backpacker
1318, 2013-02-08 09:07:20,195,28,male,2,4/24/2013,4/29/2013,34700,TRUE,FALSE,backpacker
1319, 2013-02-08 09:07:20,892,28,male,2,4/24/2013,4/29/2013,20900,FALSE,FALSE,backpacker
1320, 2013-01-26 11:34:23,729,18,female,1,5/22/2013,5/25/2013,11800,TRUE,FALSE,family
1321, 2013-01-26 11:34:23,488,18,female,1,5/22/2013,5/25/2013,7000,TRUE,FALSE,family
1322, 2013-01-26 11:34:23,799,18,female,1,5/22/2013,5/25/2013,6500,FALSE,FALSE,family
1323, 2013-01-26 11:34:23,822,18,female,1,5/22/2013,5/25/2013,10100,TRUE,FALSE,family
1324, 2013-01-26 11:34:23,725,18,female,1,5/22/2013,5/25/2013,7500,TRUE,FALSE,family
1325, 2013-01-26 11:34:23,911,18,female,1,5/22/2013,5/25/2013,5900,TRUE,FALSE,family
1326, 2013-01-26 11:34:23,292,18,female,1,5/22/2013,5/25/2013,10100,TRUE,FALSE,family
1327, 2013-01-26 11:34:23,460,18,female,1,5/22/2013,5/25/2013,10000,TRUE,FALSE,family
1328, 2013-01-26 11:34:23,46,18,female,1,5/22/2013,5/25/2013,13500,TRUE,FALSE,family
1329, 2013-01-26 11:34:23,330,18,female,1,5/22/2013,5/25/2013,14900,TRUE,FALSE,family
1330, 2013-01-26 11:34:23,843,18,female,1,5/22/2013,5/25/2013,6400,TRUE,FALSE,family
1331, 2013-01-26 11:34:23,132,18,female,1,5/22/2013,5/25/2013,3600,TRUE,FALSE,family
1332, 2013-01-26 11:34:23,808,18,female,1,5/22/2013,5/25/2013,5900,TRUE,FALSE,family
1333, 2013-01-26 11:34:23,539,18,female,1,5/22/2013,5/25/2013,4400,TRUE,FALSE,family
1334, 2013-01-26 11:34:23,653,18,female,1,5/22/2013,5/25/2013,12500,TRUE,FALSE,family
1335, 2013-01-26 11:34:23,206,18,female,1,5/22/2013,5/25/2013,18200,FALSE,FALSE,family
1336, 2013-01-26 11:34:23,613,18,female,1,5/22/2013,5/25/2013,16400,TRUE,TRUE,family
1337, 2013-01-26 11:34:23,852,18,female,1,5/22/2013,5/25/2013,8300,FALSE,FALSE,family
1338, 2013-01-26 11:34:23,878,18,female,1,5/22/2013,5/25/2013,7100,FALSE,FALSE,family
1339, 2013-01-26 11:34:23,731,18,female,1,5/22/2013,5/25/2013,6300,FALSE,FALSE,family
1340, 2013-03-31 12:02:39,13,26,male,1,4/18/2013,4/21/2013,19000,FALSE,FALSE,backpacker
1341, 2013-03-31 12:02:39,717,26,male,1,4/18/2013,4/21/2013,25600,TRUE,FALSE,backpacker
1342, 2013-03-31 12:02:39,251,26,male,1,4/18/2013,4/21/2013,23200,TRUE,FALSE,backpacker
1343, 2013-03-31 12:02:39,805,26,male,1,4/18/2013,4/21/2013,17600,TRUE,FALSE,backpacker
1344, 2013-03-31 12:02:39,993,26,male,1,4/18/2013,4/21/2013,31600,TRUE,FALSE,backpacker
1345, 2013-03-31 12:02:39,192,26,male,1,4/18/2013,4/21/2013,21400,FALSE,FALSE,backpacker
1346, 2013-03-31 12:02:39,989,26,male,1,4/18/2013,4/21/2013,17900,TRUE,FALSE,backpacker
1347, 2013-03-31 12:02:39,709,26,male,1,4/18/2013,4/21/2013,19600,TRUE,FALSE,backpacker
1348, 2013-03-31 12:02:39,108,26,male,1,4/18/2013,4/21/2013,19000,FALSE,FALSE,backpacker
1349, 2013-03-31 12:02:39,437,26,male,1,4/18/2013,4/21/2013,25000,TRUE,FALSE,backpacker
1350, 2013-03-31 12:02:39,961,26,male,1,4/18/2013,4/21/2013,24400,TRUE,TRUE,backpacker
1351, 2013-03-31 12:02:39,936,26,male,1,4/18/2013,4/21/2013,24000,TRUE,FALSE,backpacker
1352, 2013-03-31 12:02:39,813,26,male,1,4/18/2013,4/21/2013,21200,TRUE,FALSE,backpacker
1353, 2013-03-31 12:02:39,147,26,male,1,4/18/2013,4/21/2013,21600,TRUE,FALSE,backpacker
1354, 2013-03-31 12:02:39,867,26,male,1,4/18/2013,4/21/2013,19200,FALSE,FALSE,backpacker
1355, 2013-03-31 12:02:39,279,26,male,1,4/18/2013,4/21/2013,23600,FALSE,FALSE,backpacker
1356, 2013-03-31 12:02:39,638,26,male,1,4/18/2013,4/21/2013,24700,TRUE,FALSE,backpacker
1357, 2013-03-31 12:02:39,62,26,male,1,4/18/2013,4/21/2013,22000,FALSE,FALSE,backpacker
1358, 2013-03-31 12:02:39,628,26,male,1,4/18/2013,4/21/2013,25700,FALSE,FALSE,backpacker
1359, 2013-03-31 12:02:39,685,26,male,1,4/18/2013,4/21/2013,41400,TRUE,FALSE,backpacker
1360, 2013-03-31 12:02:39,877,26,male,1,4/18/2013,4/21/2013,20300,TRUE,FALSE,backpacker
1361, 2013-03-31 12:02:39,374,26,male,1,4/18/2013,4/21/2013,26500,TRUE,FALSE,backpacker
1362, 2013-03-31 12:02:39,159,26,male,1,4/18/2013,4/21/2013,17900,TRUE,FALSE,backpacker
1363, 2013-03-31 12:02:39,695,26,male,1,4/18/2013,4/21/2013,19300,TRUE,FALSE,backpacker
1364, 2012-11-01 17:55:33,148,23,female,1,12/14/2012,12/15/2012,8500,FALSE,FALSE,couple
1365, 2013-01-21 21:21:28,470,34,male,1,2/21/2013,2/23/2013,6200,TRUE,FALSE,couple
1366, 2013-01-21 21:21:28,357,34,male,1,2/21/2013,2/23/2013,8500,TRUE,FALSE,couple
1367, 2013-01-21 21:21:28,945,34,male,1,2/21/2013,2/23/2013,10800,FALSE,FALSE,couple
1368, 2013-01-21 21:21:28,623,34,male,1,2/21/2013,2/23/2013,9500,TRUE,FALSE,couple
1369, 2013-01-21 21:21:28,315,34,male,1,2/21/2013,2/23/2013,13500,TRUE,FALSE,couple
1370, 2013-01-21 21:21:28,120,34,male,1,2/21/2013,2/23/2013,9600,TRUE,FALSE,couple
1371, 2013-01-21 21:21:28,444,34,male,1,2/21/2013,2/23/2013,8200,TRUE,FALSE,couple
1372, 2013-01-21 21:21:28,542,34,male,1,2/21/2013,2/23/2013,10600,TRUE,FALSE,couple
1373, 2013-01-21 21:21:28,304,34,male,1,2/21/2013,2/23/2013,7300,TRUE,FALSE,couple
1374, 2013-01-21 21:21:28,231,34,male,1,2/21/2013,2/23/2013,8100,TRUE,FALSE,couple
1375, 2013-01-21 21:21:28,402,34,male,1,2/21/2013,2/23/2013,16700,TRUE,TRUE,couple
1376, 2013-01-21 21:21:28,178,34,male,1,2/21/2013,2/23/2013,5900,TRUE,FALSE,couple
1377, 2013-01-21 21:21:28,963,34,male,1,2/21/2013,2/23/2013,8200,FALSE,FALSE,couple
1378, 2013-01-21 21:21:28,982,34,male,1,2/21/2013,2/23/2013,11200,FALSE,FALSE,couple
1379, 2013-01-21 21:21:28,925,34,male,1,2/21/2013,2/23/2013,10300,FALSE,FALSE,couple
1380, 2013-01-21 21:21:28,598,34,male,1,2/21/2013,2/23/2013,12200,FALSE,FALSE,couple
1381, 2013-01-21 21:21:28,977,34,male,1,2/21/2013,2/23/2013,12600,TRUE,FALSE,couple
1382, 2013-01-21 21:21:28,377,34,male,1,2/21/2013,2/23/2013,7200,TRUE,FALSE,couple
1383, 2013-01-21 21:21:28,660,34,male,1,2/21/2013,2/23/2013,9700,FALSE,FALSE,couple
1384, 2013-01-21 21:21:28,832,34,male,1,2/21/2013,2/23/2013,12100,TRUE,FALSE,couple
1385, 2013-01-21 21:21:28,30,34,male,1,2/21/2013,2/23/2013,18700,TRUE,FALSE,couple
1386, 2013-01-21 21:21:28,567,34,male,1,2/21/2013,2/23/2013,7700,TRUE,FALSE,couple
1387, 2013-01-21 21:21:28,458,34,male,1,2/21/2013,2/23/2013,13600,TRUE,FALSE,couple
1388, 2013-01-21 21:21:28,276,34,male,1,2/21/2013,2/23/2013,18600,FALSE,FALSE,couple
1389, 2013-01-21 21:21:28,900,34,male,1,2/21/2013,2/23/2013,6100,FALSE,FALSE,couple
1390, 2013-01-21 21:21:28,213,34,male,1,2/21/2013,2/23/2013,13000,TRUE,FALSE,couple
1391, 2013-01-21 21:21:28,930,34,male,1,2/21/2013,2/23/2013,17500,TRUE,FALSE,couple
1392, 2013-01-21 21:21:28,544,34,male,1,2/21/2013,2/23/2013,9000,TRUE,FALSE,couple
1393, 2013-01-21 21:21:28,908,34,male,1,2/21/2013,2/23/2013,9900,TRUE,FALSE,couple
1394, 2013-01-21 21:21:28,338,34,male,1,2/21/2013,2/23/2013,11800,TRUE,FALSE,couple
1395, 2013-04-29 09:39:50,488,39,male,1,12/30/2013,1/1/2014,12800,FALSE,FALSE,couple
1396, 2013-04-29 09:39:50,799,39,male,1,12/30/2013,1/1/2014,14500,TRUE,FALSE,couple
1397, 2013-04-29 09:39:50,822,39,male,1,12/30/2013,1/1/2014,16000,TRUE,FALSE,couple
1398, 2013-04-29 09:39:50,725,39,male,1,12/30/2013,1/1/2014,26300,TRUE,FALSE,couple
1399, 2013-04-29 09:39:50,911,39,male,1,12/30/2013,1/1/2014,17400,FALSE,TRUE,couple
1400, 2013-04-29 09:39:50,292,39,male,1,12/30/2013,1/1/2014,31700,TRUE,FALSE,couple
1401, 2013-04-29 09:39:50,883,39,male,1,12/30/2013,1/1/2014,9400,FALSE,FALSE,couple
1402, 2013-04-29 09:39:50,460,39,male,1,12/30/2013,1/1/2014,35500,TRUE,FALSE,couple
1403, 2013-04-29 09:39:50,391,39,male,1,12/30/2013,1/1/2014,34100,TRUE,FALSE,couple
1404, 2013-04-29 09:39:50,943,39,male,1,12/30/2013,1/1/2014,9200,TRUE,FALSE,couple
1405, 2013-04-29 09:39:50,730,39,male,1,12/30/2013,1/1/2014,9800,FALSE,FALSE,couple
1406, 2013-04-29 09:39:50,46,39,male,1,12/30/2013,1/1/2014,32500,FALSE,FALSE,couple
1407, 2013-04-29 09:39:50,330,39,male,1,12/30/2013,1/1/2014,29300,TRUE,FALSE,couple
1408, 2013-04-29 09:39:50,713,39,male,1,12/30/2013,1/1/2014,26100,TRUE,FALSE,couple
1409, 2013-04-29 09:39:50,744,39,male,1,12/30/2013,1/1/2014,21100,TRUE,FALSE,couple
1410, 2013-04-29 09:39:50,18,39,male,1,12/30/2013,1/1/2014,10700,FALSE,FALSE,couple
1411, 2013-04-29 09:39:50,843,39,male,1,12/30/2013,1/1/2014,17300,FALSE,FALSE,couple
1412, 2013-04-29 09:39:50,132,39,male,1,12/30/2013,1/1/2014,13700,FALSE,FALSE,couple
1413, 2013-04-29 09:39:50,467,39,male,1,12/30/2013,1/1/2014,25900,TRUE,FALSE,couple
1414, 2013-04-29 09:39:50,808,39,male,1,12/30/2013,1/1/2014,22500,FALSE,FALSE,couple
1415, 2013-04-29 09:39:50,383,39,male,1,12/30/2013,1/1/2014,16300,TRUE,FALSE,couple
1416, 2013-04-29 09:39:50,645,39,male,1,12/30/2013,1/1/2014,6500,FALSE,FALSE,couple
1417, 2013-04-29 09:39:50,618,39,male,1,12/30/2013,1/1/2014,33700,TRUE,FALSE,couple
1418, 2013-04-29 09:39:50,539,39,male,1,12/30/2013,1/1/2014,16100,TRUE,FALSE,couple
1419, 2013-04-29 09:39:50,653,39,male,1,12/30/2013,1/1/2014,16500,TRUE,FALSE,couple
1420, 2013-04-29 09:39:50,912,39,male,1,12/30/2013,1/1/2014,21500,TRUE,FALSE,couple
1421, 2013-04-29 09:39:50,206,39,male,1,12/30/2013,1/1/2014,20100,FALSE,FALSE,couple
1422, 2013-04-29 09:39:50,852,39,male,1,12/30/2013,1/1/2014,18400,TRUE,FALSE,couple
1423, 2013-04-29 09:39:50,722,39,male,1,12/30/2013,1/1/2014,13400,FALSE,FALSE,couple
1424, 2013-04-29 09:39:50,878,39,male,1,12/30/2013,1/1/2014,21200,TRUE,FALSE,couple
1425, 2013-04-29 09:39:50,425,39,male,1,12/30/2013,1/1/2014,10900,TRUE,FALSE,couple
1426, 2013-04-29 09:39:50,731,39,male,1,12/30/2013,1/1/2014,20100,TRUE,FALSE,couple
1427, 2013-03-09 07:13:42,739,18,female,1,3/10/2013,3/11/2013,16500,FALSE,FALSE,family
1428, 2013-03-09 07:13:42,931,18,female,1,3/10/2013,3/11/2013,15400,FALSE,FALSE,family
1429, 2013-03-09 07:13:42,64,18,female,1,3/10/2013,3/11/2013,12600,FALSE,FALSE,family
1430, 2013-03-09 07:13:42,346,18,female,1,3/10/2013,3/11/2013,18000,TRUE,FALSE,family
1431, 2013-03-09 07:13:42,838,18,female,1,3/10/2013,3/11/2013,16700,FALSE,FALSE,family
1432, 2013-03-09 07:13:42,331,18,female,1,3/10/2013,3/11/2013,13100,TRUE,FALSE,family
1433, 2013-03-09 07:13:42,101,18,female,1,3/10/2013,3/11/2013,15000,TRUE,FALSE,family
1434, 2013-03-09 07:13:42,67,18,female,1,3/10/2013,3/11/2013,11400,TRUE,FALSE,family
1435, 2013-03-09 07:13:42,617,18,female,1,3/10/2013,3/11/2013,14100,FALSE,FALSE,family
1436, 2013-03-09 07:13:42,88,18,female,1,3/10/2013,3/11/2013,17400,TRUE,FALSE,family
1437, 2013-03-09 07:13:42,195,18,female,1,3/10/2013,3/11/2013,19700,TRUE,FALSE,family
1438, 2013-03-09 07:13:42,892,18,female,1,3/10/2013,3/11/2013,14000,FALSE,FALSE,family
1439, 2013-02-12 19:49:50,879,24,male,1,9/21/2013,9/27/2013,30900,TRUE,FALSE,backpacker
1440, 2013-02-12 19:49:50,280,24,male,1,9/21/2013,9/27/2013,29900,TRUE,FALSE,backpacker
1441, 2013-02-12 19:49:50,69,24,male,1,9/21/2013,9/27/2013,28500,FALSE,FALSE,backpacker
1442, 2013-02-12 19:49:50,85,24,male,1,9/21/2013,9/27/2013,37800,TRUE,FALSE,backpacker
1443, 2013-02-12 19:49:50,106,24,male,1,9/21/2013,9/27/2013,44800,TRUE,FALSE,backpacker
1444, 2013-02-12 19:49:50,94,24,male,1,9/21/2013,9/27/2013,31300,TRUE,FALSE,backpacker
1445, 2012-11-07 14:05:39,597,53,male,1,11/22/2012,11/23/2012,32300,FALSE,TRUE,family
1446, 2012-11-07 14:05:39,839,53,male,1,11/22/2012,11/23/2012,10700,TRUE,FALSE,family
1447, 2012-11-07 14:05:39,185,53,male,1,11/22/2012,11/23/2012,8600,TRUE,FALSE,family
1448, 2012-11-07 14:05:39,3,53,male,1,11/22/2012,11/23/2012,9500,TRUE,FALSE,family
1449, 2012-11-07 14:05:39,321,53,male,1,11/22/2012,11/23/2012,7600,FALSE,FALSE,family
1450, 2012-11-07 14:05:39,452,53,male,1,11/22/2012,11/23/2012,9900,FALSE,FALSE,family
1451, 2012-11-07 14:05:39,203,53,male,1,11/22/2012,11/23/2012,11500,FALSE,FALSE,family
1452, 2012-11-07 14:05:39,521,53,male,1,11/22/2012,11/23/2012,10100,TRUE,FALSE,family
1453, 2012-11-07 14:05:39,137,53,male,1,11/22/2012,11/23/2012,7900,FALSE,FALSE,family
1454, 2012-11-07 14:05:39,344,53,male,1,11/22/2012,11/23/2012,7000,TRUE,FALSE,family
1455, 2012-11-07 14:05:39,891,53,male,1,11/22/2012,11/23/2012,12000,FALSE,FALSE,family
1456, 2012-11-07 14:05:39,792,53,male,1,11/22/2012,11/23/2012,6200,TRUE,FALSE,family
1457, 2012-11-07 14:05:39,553,53,male,1,11/22/2012,11/23/2012,7300,FALSE,FALSE,family
1458, 2012-11-07 14:05:39,405,53,male,1,11/22/2012,11/23/2012,12300,TRUE,FALSE,family
1459, 2012-11-07 14:05:39,393,53,male,1,11/22/2012,11/23/2012,14000,TRUE,FALSE,family
1460, 2012-11-07 14:05:39,89,53,male,1,11/22/2012,11/23/2012,5700,TRUE,FALSE,family
1461, 2012-11-07 14:05:39,61,53,male,1,11/22/2012,11/23/2012,11600,TRUE,FALSE,family
1462, 2012-11-07 14:05:39,630,53,male,1,11/22/2012,11/23/2012,7900,TRUE,FALSE,family
1463, 2012-11-07 14:05:39,183,53,male,1,11/22/2012,11/23/2012,6800,TRUE,FALSE,family
1464, 2012-11-07 14:05:39,131,53,male,1,11/22/2012,11/23/2012,7300,TRUE,FALSE,family
1465, 2012-11-07 14:05:39,766,53,male,1,11/22/2012,11/23/2012,11600,FALSE,FALSE,family
1466, 2012-11-07 14:05:39,909,53,male,1,11/22/2012,11/23/2012,10700,FALSE,FALSE,family
1467, 2012-11-07 14:05:39,412,53,male,1,11/22/2012,11/23/2012,8000,FALSE,FALSE,family
1468, 2012-11-07 14:05:39,7,53,male,1,11/22/2012,11/23/2012,8300,TRUE,FALSE,family
1469, 2012-11-07 14:05:39,585,53,male,1,11/22/2012,11/23/2012,12900,TRUE,FALSE,family
1470, 2012-11-07 14:05:39,253,53,male,1,11/22/2012,11/23/2012,10100,TRUE,FALSE,family
1471, 2013-06-08 13:45:08,538,25,female,1,6/8/2013,6/9/2013,10600,TRUE,FALSE,couple
1472, 2013-06-08 13:45:08,263,25,female,1,6/8/2013,6/9/2013,6000,TRUE,FALSE,couple
1473, 2013-06-08 13:45:08,189,25,female,1,6/8/2013,6/9/2013,15500,FALSE,FALSE,couple
1474, 2013-06-08 13:45:08,668,25,female,1,6/8/2013,6/9/2013,11400,TRUE,FALSE,couple
1475, 2013-06-08 13:45:08,431,25,female,1,6/8/2013,6/9/2013,22900,TRUE,FALSE,couple
1476, 2013-06-08 13:45:08,650,25,female,1,6/8/2013,6/9/2013,7500,TRUE,FALSE,couple
1477, 2013-06-08 13:45:08,211,25,female,1,6/8/2013,6/9/2013,10000,TRUE,FALSE,couple
1478, 2013-06-08 13:45:08,447,25,female,1,6/8/2013,6/9/2013,15800,FALSE,FALSE,couple
1479, 2013-06-08 13:45:08,994,25,female,1,6/8/2013,6/9/2013,9600,FALSE,FALSE,couple
1480, 2013-06-08 13:45:08,954,25,female,1,6/8/2013,6/9/2013,15600,FALSE,FALSE,couple
1481, 2013-06-08 13:45:08,289,25,female,1,6/8/2013,6/9/2013,12300,FALSE,FALSE,couple
1482, 2013-06-08 13:45:08,58,25,female,1,6/8/2013,6/9/2013,12300,TRUE,FALSE,couple
1483, 2013-06-08 13:45:08,959,25,female,1,6/8/2013,6/9/2013,9300,FALSE,FALSE,couple
1484, 2013-06-08 13:45:08,392,25,female,1,6/8/2013,6/9/2013,9800,TRUE,FALSE,couple
1485, 2013-06-08 13:45:08,364,25,female,1,6/8/2013,6/9/2013,13500,TRUE,FALSE,couple
1486, 2013-06-08 13:45:08,112,25,female,1,6/8/2013,6/9/2013,9000,TRUE,FALSE,couple
1487, 2013-06-08 13:45:08,336,25,female,1,6/8/2013,6/9/2013,5800,FALSE,FALSE,couple
1488, 2013-06-07 22:33:31,17,18,female,1,8/1/2013,8/6/2013,9900,FALSE,FALSE,family
1489, 2013-06-07 22:33:31,848,18,female,1,8/1/2013,8/6/2013,7400,TRUE,FALSE,family
1490, 2013-06-07 22:33:31,466,18,female,1,8/1/2013,8/6/2013,21000,TRUE,FALSE,family
1491, 2013-06-07 22:33:31,140,18,female,1,8/1/2013,8/6/2013,22600,FALSE,FALSE,family
1492, 2013-02-17 12:23:54,824,18,female,1,2/22/2013,2/24/2013,6400,TRUE,FALSE,couple
1493, 2013-02-17 12:23:54,628,18,female,1,2/22/2013,2/24/2013,10600,TRUE,FALSE,couple
1494, 2013-02-17 12:23:54,374,18,female,1,2/22/2013,2/24/2013,17700,FALSE,FALSE,couple
1495, 2013-02-17 12:23:54,747,18,female,1,2/22/2013,2/24/2013,9900,FALSE,FALSE,couple
1496, 2013-02-17 12:23:54,695,18,female,1,2/22/2013,2/24/2013,16400,TRUE,TRUE,couple
1497, 2013-01-21 09:52:53,662,18,female,1,1/26/2013,2/1/2013,11100,TRUE,FALSE,backpacker
1498, 2013-03-25 19:43:44,729,18,male,1,4/1/2013,4/2/2013,5700,FALSE,FALSE,couple
1499, 2013-03-25 19:43:44,488,18,male,1,4/1/2013,4/2/2013,4600,FALSE,FALSE,couple
1500, 2013-03-25 19:43:44,799,18,male,1,4/1/2013,4/2/2013,6300,FALSE,FALSE,couple
1501, 2013-03-25 19:43:44,822,18,male,1,4/1/2013,4/2/2013,5700,FALSE,FALSE,couple
1502, 2013-03-25 19:43:44,847,18,male,1,4/1/2013,4/2/2013,11700,TRUE,FALSE,couple
1503, 2013-03-25 19:43:44,725,18,male,1,4/1/2013,4/2/2013,6900,TRUE,FALSE,couple
1504, 2013-03-25 19:43:44,292,18,male,1,4/1/2013,4/2/2013,4800,TRUE,FALSE,couple
1505, 2013-03-25 19:43:44,460,18,male,1,4/1/2013,4/2/2013,10800,TRUE,FALSE,couple
1506, 2013-03-25 19:43:44,391,18,male,1,4/1/2013,4/2/2013,10000,TRUE,FALSE,couple
1507, 2013-03-25 19:43:44,943,18,male,1,4/1/2013,4/2/2013,2500,TRUE,FALSE,couple
1508, 2013-03-25 19:43:44,730,18,male,1,4/1/2013,4/2/2013,1600,TRUE,FALSE,couple
1509, 2013-03-25 19:43:44,46,18,male,1,4/1/2013,4/2/2013,11600,FALSE,FALSE,couple
1510, 2013-03-25 19:43:44,330,18,male,1,4/1/2013,4/2/2013,6800,TRUE,FALSE,couple
1511, 2013-03-25 19:43:44,713,18,male,1,4/1/2013,4/2/2013,16400,TRUE,FALSE,couple
1512, 2013-03-25 19:43:44,744,18,male,1,4/1/2013,4/2/2013,2300,TRUE,FALSE,couple
1513, 2013-03-25 19:43:44,18,18,male,1,4/1/2013,4/2/2013,2800,TRUE,FALSE,couple
1514, 2013-03-25 19:43:44,843,18,male,1,4/1/2013,4/2/2013,5400,TRUE,FALSE,couple
1515, 2013-03-25 19:43:44,132,18,male,1,4/1/2013,4/2/2013,2800,TRUE,FALSE,couple
1516, 2013-03-25 19:43:44,467,18,male,1,4/1/2013,4/2/2013,10300,FALSE,FALSE,couple
1517, 2013-03-25 19:43:44,808,18,male,1,4/1/2013,4/2/2013,7100,TRUE,FALSE,couple
1518, 2013-03-25 19:43:44,645,18,male,1,4/1/2013,4/2/2013,6200,FALSE,TRUE,couple
1519, 2013-03-25 19:43:44,768,18,male,1,4/1/2013,4/2/2013,2600,TRUE,FALSE,couple
1520, 2013-03-25 19:43:44,618,18,male,1,4/1/2013,4/2/2013,13400,FALSE,FALSE,couple
1521, 2013-03-25 19:43:44,539,18,male,1,4/1/2013,4/2/2013,3900,TRUE,FALSE,couple
1522, 2013-03-25 19:43:44,653,18,male,1,4/1/2013,4/2/2013,4200,TRUE,FALSE,couple
1523, 2013-03-25 19:43:44,912,18,male,1,4/1/2013,4/2/2013,3600,TRUE,FALSE,couple
1524, 2013-03-25 19:43:44,206,18,male,1,4/1/2013,4/2/2013,12700,FALSE,FALSE,couple
1525, 2013-03-25 19:43:44,613,18,male,1,4/1/2013,4/2/2013,12400,FALSE,FALSE,couple
1526, 2013-03-25 19:43:44,852,18,male,1,4/1/2013,4/2/2013,2900,FALSE,FALSE,couple
1527, 2013-03-25 19:43:44,878,18,male,1,4/1/2013,4/2/2013,3100,TRUE,FALSE,couple
1528, 2013-03-25 19:43:44,425,18,male,1,4/1/2013,4/2/2013,900,FALSE,FALSE,couple
1529, 2013-03-25 19:43:44,809,18,male,1,4/1/2013,4/2/2013,5100,FALSE,FALSE,couple
1530, 2013-03-25 19:43:44,731,18,male,1,4/1/2013,4/2/2013,3300,FALSE,FALSE,couple
1531, 2012-12-17 22:12:11,692,19,male,2,12/18/2012,12/20/2012,11900,TRUE,FALSE,backpacker
1532, 2012-12-17 22:12:11,614,19,male,2,12/18/2012,12/20/2012,14400,FALSE,FALSE,backpacker
1533, 2012-12-17 22:12:11,308,19,male,2,12/18/2012,12/20/2012,12100,TRUE,TRUE,backpacker
1534, 2012-12-17 22:12:11,19,19,male,2,12/18/2012,12/20/2012,7800,TRUE,FALSE,backpacker
1535, 2012-12-17 22:12:11,485,19,male,2,12/18/2012,12/20/2012,8100,TRUE,FALSE,backpacker
1536, 2012-12-17 22:12:11,674,19,male,2,12/18/2012,12/20/2012,19800,FALSE,FALSE,backpacker
1537, 2012-12-17 22:12:11,615,19,male,2,12/18/2012,12/20/2012,6900,TRUE,FALSE,backpacker
1538, 2012-12-17 22:12:11,875,19,male,2,12/18/2012,12/20/2012,9400,TRUE,FALSE,backpacker
1539, 2012-12-17 22:12:11,980,19,male,2,12/18/2012,12/20/2012,11300,FALSE,FALSE,backpacker
1540, 2012-12-17 22:12:11,198,19,male,2,12/18/2012,12/20/2012,11800,TRUE,FALSE,backpacker
1541, 2012-12-17 22:12:11,384,19,male,2,12/18/2012,12/20/2012,8000,FALSE,FALSE,backpacker
1542, 2012-12-17 22:12:11,281,19,male,2,12/18/2012,12/20/2012,7300,TRUE,FALSE,backpacker
1543, 2012-12-17 22:12:11,177,19,male,2,12/18/2012,12/20/2012,12100,FALSE,FALSE,backpacker
1544, 2012-12-17 22:12:11,971,19,male,2,12/18/2012,12/20/2012,7100,TRUE,FALSE,backpacker
1545, 2012-12-17 22:12:11,686,19,male,2,12/18/2012,12/20/2012,7100,FALSE,FALSE,backpacker
1546, 2012-12-17 22:12:11,273,19,male,2,12/18/2012,12/20/2012,4300,FALSE,FALSE,backpacker
1547, 2012-12-17 22:12:11,669,19,male,2,12/18/2012,12/20/2012,7000,FALSE,FALSE,backpacker
1548, 2012-12-17 22:12:11,862,19,male,2,12/18/2012,12/20/2012,8300,TRUE,FALSE,backpacker
1549, 2012-12-17 22:12:11,568,19,male,2,12/18/2012,12/20/2012,10500,FALSE,FALSE,backpacker
1550, 2012-12-17 22:12:11,271,19,male,2,12/18/2012,12/20/2012,7400,FALSE,FALSE,backpacker
1551, 2012-12-17 22:12:11,104,19,male,2,12/18/2012,12/20/2012,12200,FALSE,FALSE,backpacker
1552, 2012-12-17 22:12:11,952,19,male,2,12/18/2012,12/20/2012,7600,TRUE,FALSE,backpacker
1553, 2012-12-17 22:12:11,949,19,male,2,12/18/2012,12/20/2012,7300,FALSE,FALSE,backpacker
1554, 2012-12-17 22:12:11,804,19,male,2,12/18/2012,12/20/2012,9400,TRUE,FALSE,backpacker
1555, 2012-12-17 22:12:11,33,19,male,2,12/18/2012,12/20/2012,9800,FALSE,FALSE,backpacker
1556, 2012-12-17 22:12:11,882,19,male,2,12/18/2012,12/20/2012,5000,FALSE,FALSE,backpacker
1557, 2012-12-17 22:12:11,286,19,male,2,12/18/2012,12/20/2012,8700,TRUE,FALSE,backpacker
1558, 2012-12-17 22:12:11,778,19,male,2,12/18/2012,12/20/2012,7000,TRUE,FALSE,backpacker
1559, 2012-12-17 22:12:11,421,19,male,2,12/18/2012,12/20/2012,13500,FALSE,FALSE,backpacker
1560, 2012-12-17 22:12:11,566,19,male,2,12/18/2012,12/20/2012,6200,FALSE,FALSE,backpacker
1561, 2012-12-17 22:12:11,257,19,male,2,12/18/2012,12/20/2012,4500,TRUE,FALSE,backpacker
1562, 2013-01-27 16:41:30,100,40,male,1,5/17/2013,5/21/2013,23900,TRUE,FALSE,couple
1563, 2013-01-27 16:41:30,894,40,male,1,5/17/2013,5/21/2013,19300,FALSE,FALSE,couple
